Datetime,City,Temperature_C,Feels_Like_C,Humidity_%,Wind_kph,Pressure_hPa,UV_Index,Weather_Condition,Weather_Icon,Sunrise,Sunset
2025-07-25 16:00:00,Lagos,15.1,14.9,56,23.5,991.9,5,Rainy,🌧️,06:30:00,20:00:00
2025-07-25 17:00:00,Lagos,23.6,23.1,66,24.7,1004.4,5,Cloudy,☁️,06:30:00,20:00:00
2025-07-25 18:00:00,Lagos,31.6,30.3,45,12.2,1005.6,10,Hazy,🌫️,06:30:00,20:00:00
2025-07-25 19:00:00,Lagos,28.9,28.2,71,20.2,989.8,1,Rainy,🌧️,06:30:00,20:00:00
2025-07-25 20:00:00,Lagos,19.9,19.5,75,7.8,1004.9,1,Stormy,🌩️,06:30:00,20:00:00
2025-07-25 21:00:00,Lagos,24.4,22.9,53,19.4,1006.8,7,Sunny,☀️,06:30:00,20:00:00
2025-07-25 22:00:00,Lagos,34.9,32.6,64,19.7,996.9,10,Snowy,❄️,06:30:00,20:00:00
2025-07-25 23:00:00,Lagos,33.2,31.2,57,16.9,995.6,4,Sunny,☀️,06:30:00,20:00:00
2025-07-26 00:00:00,Lagos,26.5,25.7,60,9.6,1020.5,5,Snowy,❄️,06:30:00,20:00:00
2025-07-26 01:00:00,Lagos,15.2,13.5,49,16.9,985.9,10,Hazy,🌫️,06:30:00,20:00:00
2025-07-26 02:00:00,Lagos,34.0,32.0,41,3.3,1014.9,7,Cloudy,☁️,06:30:00,20:00:00
2025-07-26 03:00:00,Lagos,15.2,13.2,68,2.4,998.6,2,Rainy,🌧️,06:30:00,20:00:00
2025-07-26 04:00:00,Lagos,19.0,18.6,48,11.8,988.5,2,Snowy,❄️,06:30:00,20:00:00
2025-07-26 05:00:00,Lagos,24.5,22.6,47,16.6,1009.1,3,Rainy,🌧️,06:30:00,20:00:00
2025-07-26 06:00:00,Lagos,25.2,25.1,66,21.0,996.5,3,Hazy,🌫️,06:30:00,20:00:00
2025-07-26 07:00:00,Lagos,27.4,25.9,62,22.9,1028.7,10,Snowy,❄️,06:30:00,20:00:00
2025-07-26 08:00:00,Lagos,32.1,31.7,55,14.8,1005.6,8,Hazy,🌫️,06:30:00,20:00:00
2025-07-26 09:00:00,Lagos,29.1,27.0,63,6.8,998.3,7,Snowy,❄️,06:30:00,20:00:00
2025-07-26 10:00:00,Lagos,20.0,18.8,84,24.7,1033.5,4,Snowy,❄️,06:30:00,20:00:00
2025-07-26 11:00:00,Lagos,34.1,32.3,70,9.3,997.2,9,Snowy,❄️,06:30:00,20:00:00
2025-07-26 12:00:00,Lagos,17.0,15.8,56,21.1,983.5,1,Stormy,🌩️,06:30:00,20:00:00
2025-07-26 13:00:00,Lagos,25.6,23.1,85,23.0,1031.4,9,Rainy,🌧️,06:30:00,20:00:00
2025-07-26 14:00:00,Lagos,25.0,23.1,71,17.2,1000.6,1,Cloudy,☁️,06:30:00,20:00:00
2025-07-26 15:00:00,Lagos,25.1,23.3,74,5.7,1004.4,3,Rainy,🌧️,06:30:00,20:00:00
2025-07-26 16:00:00,Lagos,22.3,21.6,89,24.2,984.2,7,Cloudy,☁️,06:30:00,20:00:00
2025-07-26 17:00:00,Lagos,18.2,17.4,42,19.5,1034.3,9,Hazy,🌫️,06:30:00,20:00:00
2025-07-26 18:00:00,Lagos,15.9,14.4,73,23.1,1009.1,5,Rainy,🌧️,06:30:00,20:00:00
2025-07-26 19:00:00,Lagos,19.5,18.1,46,23.3,1022.4,2,Stormy,🌩️,06:30:00,20:00:00
2025-07-26 20:00:00,Lagos,22.1,21.4,76,23.7,1032.6,1,Sunny,☀️,06:30:00,20:00:00
2025-07-26 21:00:00,Lagos,19.1,17.0,68,12.3,1012.2,5,Rainy,🌧️,06:30:00,20:00:00
2025-07-26 22:00:00,Lagos,19.1,19.0,85,2.5,1022.2,4,Stormy,🌩️,06:30:00,20:00:00
2025-07-26 23:00:00,Lagos,20.3,19.9,63,24.0,986.3,1,Rainy,🌧️,06:30:00,20:00:00
2025-07-27 00:00:00,Lagos,28.4,28.2,45,11.6,1024.4,10,Stormy,🌩️,06:30:00,20:00:00
2025-07-27 01:00:00,Lagos,25.2,24.7,82,19.2,994.4,9,Cloudy,☁️,06:30:00,20:00:00
2025-07-27 02:00:00,Lagos,24.3,23.4,56,23.5,982.9,9,Stormy,🌩️,06:30:00,20:00:00
2025-07-27 03:00:00,Lagos,19.9,19.1,45,4.3,1020.8,1,Snowy,❄️,06:30:00,20:00:00
2025-07-27 04:00:00,Lagos,27.7,25.6,84,7.1,985.1,1,Cloudy,☁️,06:30:00,20:00:00
2025-07-27 05:00:00,Lagos,31.6,31.0,44,5.9,1002.9,10,Rainy,🌧️,06:30:00,20:00:00
2025-07-27 06:00:00,Lagos,24.8,24.1,63,6.5,1029.1,6,Stormy,🌩️,06:30:00,20:00:00
2025-07-27 07:00:00,Lagos,25.9,25.8,63,12.4,1030.1,5,Snowy,❄️,06:30:00,20:00:00
2025-07-27 08:00:00,Lagos,21.9,20.4,55,14.5,1030.5,7,Cloudy,☁️,06:30:00,20:00:00
2025-07-27 09:00:00,Lagos,24.2,22.7,52,11.5,1014.3,2,Rainy,🌧️,06:30:00,20:00:00
2025-07-27 10:00:00,Lagos,33.7,33.5,47,21.7,1019.1,2,Hazy,🌫️,06:30:00,20:00:00
2025-07-27 11:00:00,Lagos,19.9,17.7,64,3.0,1024.2,1,Snowy,❄️,06:30:00,20:00:00
2025-07-27 12:00:00,Lagos,31.6,30.7,75,5.3,1004.9,9,Hazy,🌫️,06:30:00,20:00:00
2025-07-27 13:00:00,Lagos,31.4,30.2,74,9.0,989.2,9,Hazy,🌫️,06:30:00,20:00:00
2025-07-27 14:00:00,Lagos,28.4,26.2,62,2.9,1001.4,1,Sunny,☀️,06:30:00,20:00:00
2025-07-27 15:00:00,Lagos,30.1,28.9,87,18.7,1030.8,2,Snowy,❄️,06:30:00,20:00:00
2025-07-27 16:00:00,Lagos,27.2,25.4,60,9.7,982.1,7,Stormy,🌩️,06:30:00,20:00:00
2025-07-27 17:00:00,Lagos,23.3,21.7,52,4.2,1028.0,9,Sunny,☀️,06:30:00,20:00:00
2025-07-27 18:00:00,Lagos,28.8,28.5,77,19.3,996.6,8,Rainy,🌧️,06:30:00,20:00:00
2025-07-27 19:00:00,Lagos,34.0,33.2,73,8.0,997.2,3,Stormy,🌩️,06:30:00,20:00:00
2025-07-27 20:00:00,Lagos,31.8,30.1,75,23.0,985.6,8,Hazy,🌫️,06:30:00,20:00:00
2025-07-27 21:00:00,Lagos,23.1,20.9,51,19.8,1032.8,1,Rainy,🌧️,06:30:00,20:00:00
2025-07-27 22:00:00,Lagos,20.9,18.8,61,13.7,1028.5,7,Sunny,☀️,06:30:00,20:00:00
2025-07-27 23:00:00,Lagos,18.1,16.4,60,14.5,981.6,7,Rainy,🌧️,06:30:00,20:00:00
2025-07-28 00:00:00,Lagos,33.8,32.0,75,6.7,1015.2,9,Cloudy,☁️,06:30:00,20:00:00
2025-07-28 01:00:00,Lagos,26.8,24.4,49,11.8,998.2,6,Rainy,🌧️,06:30:00,20:00:00
2025-07-28 02:00:00,Lagos,27.0,26.9,45,12.0,1018.6,9,Sunny,☀️,06:30:00,20:00:00
2025-07-28 03:00:00,Lagos,30.7,29.9,80,3.7,991.8,1,Rainy,🌧️,06:30:00,20:00:00
2025-07-28 04:00:00,Lagos,29.5,27.7,57,17.0,1016.0,8,Hazy,🌫️,06:30:00,20:00:00
2025-07-28 05:00:00,Lagos,28.8,27.6,66,8.2,997.9,7,Stormy,🌩️,06:30:00,20:00:00
2025-07-28 06:00:00,Lagos,29.6,27.1,52,21.2,1021.1,2,Snowy,❄️,06:30:00,20:00:00
2025-07-28 07:00:00,Lagos,24.6,22.1,79,7.5,1004.6,5,Snowy,❄️,06:30:00,20:00:00
2025-07-28 08:00:00,Lagos,33.3,32.2,69,13.7,1007.3,7,Rainy,🌧️,06:30:00,20:00:00
2025-07-28 09:00:00,Lagos,30.2,28.7,90,15.5,1034.7,3,Stormy,🌩️,06:30:00,20:00:00
2025-07-28 10:00:00,Lagos,22.2,21.5,49,11.9,982.2,9,Cloudy,☁️,06:30:00,20:00:00
2025-07-28 11:00:00,Lagos,16.3,15.8,57,10.1,983.8,2,Snowy,❄️,06:30:00,20:00:00
2025-07-28 12:00:00,Lagos,18.2,17.5,78,10.7,1022.0,1,Sunny,☀️,06:30:00,20:00:00
2025-07-28 13:00:00,Lagos,25.9,24.5,80,21.1,980.7,6,Snowy,❄️,06:30:00,20:00:00
2025-07-28 14:00:00,Lagos,20.6,18.7,85,14.8,1027.8,6,Cloudy,☁️,06:30:00,20:00:00
2025-07-28 15:00:00,Lagos,20.9,19.0,66,5.0,1025.2,8,Cloudy,☁️,06:30:00,20:00:00
2025-07-28 16:00:00,Lagos,20.0,18.2,49,23.9,1015.5,8,Snowy,❄️,06:30:00,20:00:00
2025-07-28 17:00:00,Lagos,30.8,30.1,41,6.0,1031.8,2,Snowy,❄️,06:30:00,20:00:00
2025-07-28 18:00:00,Lagos,25.2,23.9,77,10.9,1033.5,8,Rainy,🌧️,06:30:00,20:00:00
2025-07-28 19:00:00,Lagos,22.6,21.0,82,5.2,986.7,6,Hazy,🌫️,06:30:00,20:00:00
2025-07-28 20:00:00,Lagos,18.7,18.2,74,11.3,1001.7,2,Cloudy,☁️,06:30:00,20:00:00
2025-07-28 21:00:00,Lagos,33.8,31.4,79,23.7,1029.7,3,Sunny,☀️,06:30:00,20:00:00
2025-07-28 22:00:00,Lagos,24.2,22.9,73,5.0,1029.3,7,Snowy,❄️,06:30:00,20:00:00
2025-07-28 23:00:00,Lagos,22.6,21.6,72,6.9,1002.2,1,Cloudy,☁️,06:30:00,20:00:00
2025-07-29 00:00:00,Lagos,16.9,15.9,87,14.7,1016.2,3,Cloudy,☁️,06:30:00,20:00:00
2025-07-29 01:00:00,Lagos,27.5,26.5,50,13.2,1003.0,7,Sunny,☀️,06:30:00,20:00:00
2025-07-29 02:00:00,Lagos,22.6,20.3,46,18.6,985.3,2,Snowy,❄️,06:30:00,20:00:00
2025-07-29 03:00:00,Lagos,20.0,19.2,83,6.6,1002.8,1,Cloudy,☁️,06:30:00,20:00:00
2025-07-29 04:00:00,Lagos,32.0,32.0,54,16.8,1030.5,7,Sunny,☀️,06:30:00,20:00:00
2025-07-29 05:00:00,Lagos,23.2,23.1,44,11.4,1019.3,6,Sunny,☀️,06:30:00,20:00:00
2025-07-29 06:00:00,Lagos,32.5,30.6,60,21.1,980.8,2,Sunny,☀️,06:30:00,20:00:00
2025-07-29 07:00:00,Lagos,16.0,14.0,63,17.6,1017.5,7,Hazy,🌫️,06:30:00,20:00:00
2025-07-29 08:00:00,Lagos,24.5,23.5,46,12.6,1012.9,9,Stormy,🌩️,06:30:00,20:00:00
2025-07-29 09:00:00,Lagos,22.5,20.6,46,20.3,1021.0,1,Cloudy,☁️,06:30:00,20:00:00
2025-07-29 10:00:00,Lagos,29.0,28.0,45,9.2,1034.6,6,Hazy,🌫️,06:30:00,20:00:00
2025-07-29 11:00:00,Lagos,18.5,18.3,65,13.4,1015.5,2,Sunny,☀️,06:30:00,20:00:00
2025-07-29 12:00:00,Lagos,33.0,31.3,73,6.9,1008.5,10,Sunny,☀️,06:30:00,20:00:00
2025-07-29 13:00:00,Lagos,25.1,23.5,68,12.2,1000.5,10,Hazy,🌫️,06:30:00,20:00:00
2025-07-29 14:00:00,Lagos,28.1,27.3,72,6.3,988.6,5,Rainy,🌧️,06:30:00,20:00:00
2025-07-29 15:00:00,Lagos,17.6,16.6,48,20.1,996.5,6,Cloudy,☁️,06:30:00,20:00:00
2025-07-29 16:00:00,Lagos,22.4,21.4,59,17.8,1006.0,7,Stormy,🌩️,06:30:00,20:00:00
2025-07-29 17:00:00,Lagos,27.7,26.8,84,24.2,1022.0,2,Sunny,☀️,06:30:00,20:00:00
2025-07-29 18:00:00,Lagos,18.1,15.6,56,19.3,1014.8,10,Cloudy,☁️,06:30:00,20:00:00
2025-07-29 19:00:00,Lagos,32.2,30.7,59,6.8,988.2,4,Rainy,🌧️,06:30:00,20:00:00
2025-07-29 20:00:00,Lagos,23.1,21.0,85,16.9,1008.9,2,Stormy,🌩️,06:30:00,20:00:00
2025-07-29 21:00:00,Lagos,20.3,17.8,62,12.6,1015.0,9,Snowy,❄️,06:30:00,20:00:00
2025-07-29 22:00:00,Lagos,21.5,19.5,42,5.3,1014.5,10,Cloudy,☁️,06:30:00,20:00:00
2025-07-29 23:00:00,Lagos,25.2,23.4,54,2.9,980.7,2,Hazy,🌫️,06:30:00,20:00:00
2025-07-23 00:00:00,New York,16.7,15.6,84,2.6,997.0,9,Hazy,🌫️,06:30:00,20:00:00
2025-07-23 01:00:00,New York,25.2,24.0,76,18.5,1026.3,8,Rainy,🌧️,06:30:00,20:00:00
2025-07-23 02:00:00,New York,17.8,17.2,45,23.5,1015.7,10,Snowy,❄️,06:30:00,20:00:00
2025-07-23 03:00:00,New York,28.2,26.4,87,16.8,1016.5,9,Cloudy,☁️,06:30:00,20:00:00
2025-07-23 04:00:00,New York,33.8,33.4,64,19.4,1026.2,1,Rainy,🌧️,06:30:00,20:00:00
2025-07-23 05:00:00,New York,15.4,14.5,45,20.0,1000.1,10,Snowy,❄️,06:30:00,20:00:00
2025-07-23 06:00:00,New York,33.8,32.0,78,23.7,1014.6,5,Snowy,❄️,06:30:00,20:00:00
2025-07-23 07:00:00,New York,30.0,27.9,78,12.8,992.6,3,Stormy,🌩️,06:30:00,20:00:00
2025-07-23 08:00:00,New York,31.4,30.6,86,13.5,1024.4,3,Stormy,🌩️,06:30:00,20:00:00
2025-07-23 09:00:00,New York,28.2,27.1,87,23.6,1031.7,2,Snowy,❄️,06:30:00,20:00:00
2025-07-23 10:00:00,New York,25.5,23.2,66,16.8,1011.4,9,Sunny,☀️,06:30:00,20:00:00
2025-07-23 11:00:00,New York,16.7,15.4,50,13.5,1031.1,10,Stormy,🌩️,06:30:00,20:00:00
2025-07-23 12:00:00,New York,16.9,16.5,73,9.1,1012.7,2,Cloudy,☁️,06:30:00,20:00:00
2025-07-23 13:00:00,New York,25.2,22.8,87,4.2,992.1,2,Cloudy,☁️,06:30:00,20:00:00
2025-07-23 14:00:00,New York,20.3,18.8,83,2.6,982.1,8,Hazy,🌫️,06:30:00,20:00:00
2025-07-23 15:00:00,New York,29.9,28.1,46,5.4,1011.9,3,Sunny,☀️,06:30:00,20:00:00
2025-07-23 16:00:00,New York,34.6,33.5,65,16.3,983.0,6,Rainy,🌧️,06:30:00,20:00:00
2025-07-23 17:00:00,New York,23.9,22.2,90,18.7,1032.2,4,Cloudy,☁️,06:30:00,20:00:00
2025-07-23 18:00:00,New York,15.8,13.6,88,18.0,1012.9,4,Hazy,🌫️,06:30:00,20:00:00
2025-07-23 19:00:00,New York,20.5,20.5,86,6.4,1027.1,2,Hazy,🌫️,06:30:00,20:00:00
2025-07-23 20:00:00,New York,28.8,26.4,74,22.3,1018.0,6,Rainy,🌧️,06:30:00,20:00:00
2025-07-23 21:00:00,New York,20.3,19.4,67,22.3,1034.5,7,Sunny,☀️,06:30:00,20:00:00
2025-07-23 22:00:00,New York,31.9,30.2,62,20.4,1004.1,6,Sunny,☀️,06:30:00,20:00:00
2025-07-23 23:00:00,New York,23.8,22.0,51,14.6,998.0,9,Snowy,❄️,06:30:00,20:00:00
2025-07-24 00:00:00,New York,20.9,18.8,50,7.2,1013.5,5,Snowy,❄️,06:30:00,20:00:00
2025-07-24 01:00:00,New York,22.8,22.0,70,7.3,1004.0,2,Sunny,☀️,06:30:00,20:00:00
2025-07-24 02:00:00,New York,26.2,24.5,72,17.5,1012.7,3,Rainy,🌧️,06:30:00,20:00:00
2025-07-24 03:00:00,New York,22.7,20.3,51,6.7,1027.5,2,Snowy,❄️,06:30:00,20:00:00
2025-07-24 04:00:00,New York,25.3,23.6,83,20.7,1010.2,6,Cloudy,☁️,06:30:00,20:00:00
2025-07-24 05:00:00,New York,24.7,23.8,74,9.5,1002.5,1,Rainy,🌧️,06:30:00,20:00:00
2025-07-24 06:00:00,New York,31.9,30.2,55,4.9,995.5,8,Snowy,❄️,06:30:00,20:00:00
2025-07-24 07:00:00,New York,26.6,26.1,58,9.3,1026.4,6,Snowy,❄️,06:30:00,20:00:00
2025-07-24 08:00:00,New York,29.8,27.8,57,21.2,1016.8,3,Cloudy,☁️,06:30:00,20:00:00
2025-07-24 09:00:00,New York,17.0,16.9,55,18.8,1028.9,1,Rainy,🌧️,06:30:00,20:00:00
2025-07-24 10:00:00,New York,31.4,29.1,78,16.2,1024.3,6,Hazy,🌫️,06:30:00,20:00:00
2025-07-24 11:00:00,New York,30.6,28.5,44,15.5,1009.3,10,Sunny,☀️,06:30:00,20:00:00
2025-07-24 12:00:00,New York,21.4,20.3,69,7.3,1026.0,9,Hazy,🌫️,06:30:00,20:00:00
2025-07-24 13:00:00,New York,30.3,30.2,51,18.4,991.1,4,Cloudy,☁️,06:30:00,20:00:00
2025-07-24 14:00:00,New York,31.1,28.9,89,15.5,1034.0,7,Snowy,❄️,06:30:00,20:00:00
2025-07-24 15:00:00,New York,34.3,34.1,40,21.2,996.2,2,Rainy,🌧️,06:30:00,20:00:00
2025-07-24 16:00:00,New York,26.1,25.3,75,11.8,1034.1,4,Stormy,🌩️,06:30:00,20:00:00
2025-07-24 17:00:00,New York,22.3,22.0,60,19.3,1002.3,3,Rainy,🌧️,06:30:00,20:00:00
2025-07-24 18:00:00,New York,22.0,21.0,78,23.5,982.0,4,Snowy,❄️,06:30:00,20:00:00
2025-07-24 19:00:00,New York,27.5,25.1,66,15.3,1017.6,8,Rainy,🌧️,06:30:00,20:00:00
2025-07-24 20:00:00,New York,16.7,14.3,74,5.4,990.3,6,Sunny,☀️,06:30:00,20:00:00
2025-07-24 21:00:00,New York,34.4,34.1,55,18.4,1002.8,9,Cloudy,☁️,06:30:00,20:00:00
2025-07-24 22:00:00,New York,17.0,16.0,57,10.5,1020.2,3,Cloudy,☁️,06:30:00,20:00:00
2025-07-24 23:00:00,New York,24.8,23.2,55,17.4,1025.2,7,Snowy,❄️,06:30:00,20:00:00
2025-07-25 00:00:00,New York,24.9,23.4,61,18.5,1030.2,10,Snowy,❄️,06:30:00,20:00:00
2025-07-25 01:00:00,New York,23.7,21.5,44,21.2,1009.0,7,Cloudy,☁️,06:30:00,20:00:00
2025-07-25 02:00:00,New York,28.9,28.1,56,19.9,1021.8,2,Stormy,🌩️,06:30:00,20:00:00
2025-07-25 03:00:00,New York,19.3,18.5,67,8.7,988.4,10,Stormy,🌩️,06:30:00,20:00:00
2025-07-25 04:00:00,New York,34.1,33.0,43,8.3,983.6,1,Sunny,☀️,06:30:00,20:00:00
2025-07-25 05:00:00,New York,18.8,17.3,52,12.2,1015.6,9,Snowy,❄️,06:30:00,20:00:00
2025-07-25 06:00:00,New York,34.5,34.0,78,19.6,1023.1,2,Rainy,🌧️,06:30:00,20:00:00
2025-07-25 07:00:00,New York,18.3,17.6,88,22.1,983.4,2,Hazy,🌫️,06:30:00,20:00:00
2025-07-25 08:00:00,New York,26.2,25.4,46,4.6,1022.7,3,Cloudy,☁️,06:30:00,20:00:00
2025-07-25 09:00:00,New York,27.0,25.8,59,16.5,1030.1,2,Cloudy,☁️,06:30:00,20:00:00
2025-07-25 10:00:00,New York,25.8,25.7,77,24.8,986.7,3,Rainy,🌧️,06:30:00,20:00:00
2025-07-25 11:00:00,New York,27.1,26.2,50,4.4,1010.9,1,Snowy,❄️,06:30:00,20:00:00
2025-07-25 12:00:00,New York,34.8,32.7,50,11.9,981.3,9,Stormy,🌩️,06:30:00,20:00:00
2025-07-25 13:00:00,New York,32.7,32.1,45,10.5,1020.2,8,Snowy,❄️,06:30:00,20:00:00
2025-07-25 14:00:00,New York,21.7,19.6,79,18.8,1006.7,8,Snowy,❄️,06:30:00,20:00:00
2025-07-25 15:00:00,New York,28.4,28.3,59,3.9,990.8,4,Snowy,❄️,06:30:00,20:00:00
2025-07-25 16:00:00,New York,25.0,22.6,69,22.9,1025.3,6,Cloudy,☁️,06:30:00,20:00:00
2025-07-25 17:00:00,New York,21.5,21.5,81,6.6,1016.1,9,Hazy,🌫️,06:30:00,20:00:00
2025-07-25 18:00:00,New York,22.8,21.0,86,2.9,1015.0,10,Sunny,☀️,06:30:00,20:00:00
2025-07-25 19:00:00,New York,34.9,33.8,52,8.1,993.5,10,Sunny,☀️,06:30:00,20:00:00
2025-07-25 20:00:00,New York,33.7,33.5,65,17.1,988.0,8,Hazy,🌫️,06:30:00,20:00:00
2025-07-25 21:00:00,New York,33.4,31.9,41,16.0,983.7,6,Hazy,🌫️,06:30:00,20:00:00
2025-07-25 22:00:00,New York,26.0,25.1,69,8.4,982.1,5,Hazy,🌫️,06:30:00,20:00:00
2025-07-25 23:00:00,New York,32.3,30.2,80,2.0,1028.3,8,Stormy,🌩️,06:30:00,20:00:00
2025-07-26 00:00:00,New York,28.3,26.2,89,19.6,1004.0,4,Snowy,❄️,06:30:00,20:00:00
2025-07-26 01:00:00,New York,21.6,19.2,46,23.7,1009.4,4,Cloudy,☁️,06:30:00,20:00:00
2025-07-26 02:00:00,New York,24.5,22.3,43,4.2,984.3,1,Rainy,🌧️,06:30:00,20:00:00
2025-07-26 03:00:00,New York,32.5,31.9,80,23.2,997.0,9,Snowy,❄️,06:30:00,20:00:00
2025-07-26 04:00:00,New York,31.2,29.7,42,12.7,1006.2,8,Sunny,☀️,06:30:00,20:00:00
2025-07-26 05:00:00,New York,27.3,25.8,51,11.7,1002.3,9,Cloudy,☁️,06:30:00,20:00:00
2025-07-26 06:00:00,New York,15.2,14.0,79,23.2,1024.1,8,Cloudy,☁️,06:30:00,20:00:00
2025-07-26 07:00:00,New York,15.9,14.4,52,24.7,1000.0,1,Sunny,☀️,06:30:00,20:00:00
2025-07-26 08:00:00,New York,19.3,18.7,41,5.0,999.8,5,Hazy,🌫️,06:30:00,20:00:00
2025-07-26 09:00:00,New York,18.1,16.4,55,23.9,1010.0,3,Stormy,🌩️,06:30:00,20:00:00
2025-07-26 10:00:00,New York,25.0,24.8,89,19.4,1001.2,9,Sunny,☀️,06:30:00,20:00:00
2025-07-26 11:00:00,New York,31.0,29.0,64,17.5,1005.1,8,Hazy,🌫️,06:30:00,20:00:00
2025-07-26 12:00:00,New York,23.8,22.5,44,20.3,1028.6,6,Sunny,☀️,06:30:00,20:00:00
2025-07-26 13:00:00,New York,32.2,30.4,60,19.9,1014.7,4,Hazy,🌫️,06:30:00,20:00:00
2025-07-26 14:00:00,New York,22.0,21.5,83,4.5,1032.7,6,Cloudy,☁️,06:30:00,20:00:00
2025-07-26 15:00:00,New York,33.0,30.9,72,4.0,989.9,3,Sunny,☀️,06:30:00,20:00:00
2025-07-26 16:00:00,New York,19.5,17.1,83,21.4,1010.5,9,Stormy,🌩️,06:30:00,20:00:00
2025-07-26 17:00:00,New York,15.2,13.0,60,3.3,1033.2,8,Stormy,🌩️,06:30:00,20:00:00
2025-07-26 18:00:00,New York,15.2,13.7,71,6.2,1034.7,8,Hazy,🌫️,06:30:00,20:00:00
2025-07-26 19:00:00,New York,17.5,17.2,88,2.9,980.1,6,Rainy,🌧️,06:30:00,20:00:00
2025-07-26 20:00:00,New York,17.8,15.9,73,6.9,999.2,10,Hazy,🌫️,06:30:00,20:00:00
2025-07-26 21:00:00,New York,18.5,17.0,52,17.3,1016.1,6,Snowy,❄️,06:30:00,20:00:00
2025-07-26 22:00:00,New York,22.8,21.7,42,4.6,1019.5,8,Rainy,🌧️,06:30:00,20:00:00
2025-07-26 23:00:00,New York,21.9,21.7,88,6.0,1010.0,6,Sunny,☀️,06:30:00,20:00:00
2025-07-27 00:00:00,New York,17.7,17.1,67,10.8,993.2,8,Sunny,☀️,06:30:00,20:00:00
2025-07-27 01:00:00,New York,27.9,26.8,62,13.8,1031.1,4,Sunny,☀️,06:30:00,20:00:00
2025-07-27 02:00:00,New York,30.5,28.2,46,5.6,1008.0,6,Cloudy,☁️,06:30:00,20:00:00
2025-07-27 03:00:00,New York,16.0,14.7,66,21.8,990.2,2,Cloudy,☁️,06:30:00,20:00:00
2025-07-27 04:00:00,New York,27.2,25.6,51,9.8,1001.7,10,Cloudy,☁️,06:30:00,20:00:00
2025-07-27 05:00:00,New York,18.6,16.6,71,25.0,998.0,10,Stormy,🌩️,06:30:00,20:00:00
2025-07-27 06:00:00,New York,16.5,16.1,45,13.6,1000.7,10,Sunny,☀️,06:30:00,20:00:00
2025-07-27 07:00:00,New York,17.0,15.8,85,21.3,1030.4,6,Hazy,🌫️,06:30:00,20:00:00
2025-07-27 08:00:00,New York,34.9,34.2,68,3.0,1001.6,3,Stormy,🌩️,06:30:00,20:00:00
2025-07-27 09:00:00,New York,17.8,16.4,65,11.2,1033.8,2,Cloudy,☁️,06:30:00,20:00:00
2025-07-27 10:00:00,New York,27.5,27.0,77,23.3,996.5,9,Cloudy,☁️,06:30:00,20:00:00
2025-07-27 11:00:00,New York,17.1,15.4,86,15.0,992.6,1,Cloudy,☁️,06:30:00,20:00:00
2025-07-27 12:00:00,New York,22.1,19.9,59,7.7,990.3,1,Cloudy,☁️,06:30:00,20:00:00
2025-07-27 13:00:00,New York,21.5,21.1,82,2.6,995.6,8,Hazy,🌫️,06:30:00,20:00:00
2025-07-27 14:00:00,New York,17.8,15.3,69,9.3,1027.1,7,Snowy,❄️,06:30:00,20:00:00
2025-07-27 15:00:00,New York,17.0,15.3,89,9.5,986.2,7,Rainy,🌧️,06:30:00,20:00:00
2025-07-27 16:00:00,New York,34.0,34.0,70,16.2,982.4,10,Cloudy,☁️,06:30:00,20:00:00
2025-07-27 17:00:00,New York,19.2,18.6,67,8.5,1012.3,9,Stormy,🌩️,06:30:00,20:00:00
2025-07-27 18:00:00,New York,17.4,16.8,70,17.9,1011.8,4,Hazy,🌫️,06:30:00,20:00:00
2025-07-27 19:00:00,New York,24.6,23.7,89,11.0,987.7,8,Snowy,❄️,06:30:00,20:00:00
2025-07-27 20:00:00,New York,25.0,22.8,66,16.6,982.7,1,Snowy,❄️,06:30:00,20:00:00
2025-07-27 21:00:00,New York,31.3,29.7,88,10.2,991.8,5,Cloudy,☁️,06:30:00,20:00:00
2025-07-27 22:00:00,New York,17.6,15.7,75,25.0,998.5,5,Sunny,☀️,06:30:00,20:00:00
2025-07-27 23:00:00,New York,27.9,27.6,87,22.3,1001.5,1,Cloudy,☁️,06:30:00,20:00:00
2025-07-28 00:00:00,New York,27.7,26.0,70,3.6,1001.4,5,Sunny,☀️,06:30:00,20:00:00
2025-07-28 01:00:00,New York,32.2,31.3,52,22.1,997.3,4,Snowy,❄️,06:30:00,20:00:00
2025-07-28 02:00:00,New York,16.4,15.9,67,20.6,1006.9,2,Snowy,❄️,06:30:00,20:00:00
2025-07-28 03:00:00,New York,30.7,30.6,76,22.1,1004.1,6,Stormy,🌩️,06:30:00,20:00:00
2025-07-28 04:00:00,New York,18.6,17.4,57,3.0,990.4,7,Hazy,🌫️,06:30:00,20:00:00
2025-07-28 05:00:00,New York,24.9,24.1,53,11.4,993.1,7,Hazy,🌫️,06:30:00,20:00:00
2025-07-28 06:00:00,New York,25.7,24.5,84,19.5,1006.9,7,Hazy,🌫️,06:30:00,20:00:00
2025-07-28 07:00:00,New York,29.0,28.6,50,2.2,1017.8,4,Stormy,🌩️,06:30:00,20:00:00
2025-07-28 08:00:00,New York,22.0,20.2,66,6.5,980.8,10,Rainy,🌧️,06:30:00,20:00:00
2025-07-28 09:00:00,New York,32.3,31.6,78,24.9,1019.9,4,Snowy,❄️,06:30:00,20:00:00
2025-07-28 10:00:00,New York,31.7,29.8,89,12.3,1010.9,6,Snowy,❄️,06:30:00,20:00:00
